City_ID,City,Cloudiness,Country,Current Description,Humidity,Lat,Lng,Max Temp,Rain (inches),Snow (inches),Wind Speed
294,ostersund,24,SE,light rain,47,63.18,14.64,75.2,0.3,0.0,6.93
295,barra da estiva,62,BR,broken clouds,71,-13.63,-41.33,69.8,0.0,0.0,6.04
296,mabaruma,85,GY,light rain,77,8.2,-59.78,83.37,0.32,0.0,6.62
297,ilulissat,75,GL,broken clouds,75,69.22,-51.1,42.8,0.0,0.0,6.93
298,coquimbo,100,CL,overcast clouds,59,-29.95,-71.34,64.4,0.0,0.0,4.7
299,cumberland,90,US,overcast clouds,83,35.05,-78.87,78.8,0.0,0.0,3.36
300,anadyr,40,RU,scattered clouds,87,64.75,177.48,46.4,0.0,0.0,15.66
301,la tuque,100,CA,overcast clouds,70,47.43,-72.78,60.37,0.0,0.0,9.17
302,noshiro,100,JP,light rain,94,40.2,140.02,65.32,0.42,0.0,7.76
303,opuwo,0,NA,clear sky,44,-18.06,13.84,54.43,0.0,0.0,5.44
304,sa kaeo,100,TH,overcast clouds,92,13.81,102.07,77.5,0.0,0.0,2.42
305,adrar,0,MR,clear sky,6,20.5,-10.07,105.06,0.0,0.0,15.12
306,havoysund,40,NO,scattered clouds,62,71.0,24.66,55.4,0.0,0.0,13.87
307,ixtapa,20,MX,few clouds,52,20.7,-105.2,89.6,0.0,0.0,8.05
308,kang,0,BW,clear sky,48,-23.68,22.79,52.81,0.0,0.0,2.59
309,angoram,5,PG,clear sky,95,-4.06,144.07,71.62,0.0,0.0,1.43
310,sinnar,86,SD,overcast clouds,37,13.57,33.57,91.45,0.0,0.0,12.73
311,kamwenge,95,UG,overcast clouds,76,0.19,30.45,66.67,0.0,0.0,2.59
312,havelock,90,US,moderate rain,83,34.88,-76.9,75.2,0.85,0.0,5.12
313,isiro,100,CD,heavy intensity rain,98,2.77,27.62,67.73,4.66,0.0,4.05
314,ena,88,JP,light rain,88,35.45,137.41,73.99,0.19,0.0,2.98
315,cilegon,20,ID,haze,88,-6.02,106.05,78.8,0.0,0.0,2.24
316,komsomolskiy,40,UZ,light rain,31,40.43,71.72,78.8,0.0,0.0,9.17
317,hun,0,LY,clear sky,25,29.13,15.95,84.49,0.0,0.0,16.26
318,sao joao da barra,100,BR,overcast clouds,57,-21.64,-41.05,80.6,0.0,0.0,16.11
319,sisimiut,4,GL,clear sky,71,66.94,-53.67,43.79,0.0,0.0,10.85
320,fukue,64,JP,light rain,92,32.69,128.84,75.61,0.16,0.0,7.47
321,karratha,0,AU,clear sky,53,-20.74,116.85,65.34,0.0,0.0,6.08
322,peniche,13,PT,few clouds,82,39.36,-9.38,66.0,0.0,0.0,8.99
323,faanui,100,PF,overcast clouds,83,-16.48,-151.75,78.62,0.0,0.0,12.62
324,hailar,74,CN,broken clouds,81,49.2,119.7,52.65,0.0,0.0,3.76
325,micheweni,3,TZ,clear sky,81,-4.97,39.83,77.83,0.0,0.0,15.75
326,belmonte,40,BR,scattered clouds,73,-15.86,-38.88,77.0,0.0,0.0,4.7
327,necochea,30,AR,light rain,72,-38.55,-58.74,48.0,0.16,0.0,4.0
328,cidreira,100,BR,moderate rain,88,-30.18,-50.21,59.97,1.84,0.0,22.1
329,longyearbyen,75,SJ,broken clouds,81,78.22,15.64,46.4,0.0,0.0,4.7
330,mackenzie,90,CA,overcast clouds,50,55.3,-123.17,57.2,0.0,0.0,5.82
331,hambantota,90,LK,overcast clouds,100,6.12,81.12,77.0,0.0,0.0,2.24
332,huittinen,0,FI,clear sky,39,61.18,22.7,80.6,0.0,0.0,9.17
333,waingapu,26,ID,scattered clouds,85,-9.66,120.26,75.0,0.0,0.0,10.4
334,mayo,20,US,few clouds,65,38.89,-76.51,84.0,0.0,0.0,13.87
335,solano,1,US,clear sky,39,38.23,-121.95,93.99,0.0,0.0,16.11
336,smidovich,100,RU,overcast clouds,97,48.6,133.82,53.82,0.0,0.0,10.47
337,ilhabela,100,BR,overcast clouds,62,-23.78,-45.36,78.96,0.0,0.0,4.83
338,cayenne,20,GF,few clouds,70,4.93,-52.33,86.0,0.0,0.0,6.93
339,swan hill,0,AU,clear sky,91,-35.34,143.55,43.2,0.0,0.0,4.65
340,erenhot,0,CN,clear sky,46,43.65,111.98,66.49,0.0,0.0,9.53
341,nisia floresta,39,BR,scattered clouds,61,-6.09,-35.21,84.2,0.0,0.0,9.17
342,maceio,40,BR,scattered clouds,74,-9.67,-35.74,78.8,0.0,0.0,12.75
343,tahoua,0,NE,clear sky,25,14.89,5.27,100.4,0.0,0.0,3.71
344,maniitsoq,0,GL,clear sky,83,65.42,-52.9,42.06,0.0,0.0,15.9
345,anan,75,JP,broken clouds,94,33.92,134.65,75.2,0.0,0.0,1.12
346,ewa beach,75,US,broken clouds,65,21.32,-158.01,80.6,0.0,0.0,10.29
347,jiazi,100,CN,overcast clouds,89,22.88,116.07,81.77,0.0,0.0,9.84
348,talara,99,PE,overcast clouds,64,-4.58,-81.27,75.2,0.0,0.0,12.75
349,zverevo,0,RU,clear sky,37,48.02,40.12,71.6,0.0,0.0,11.18
350,rodrigues alves,67,BR,broken clouds,44,-7.74,-72.65,91.36,0.0,0.0,3.65
351,kilrush,75,IE,broken clouds,77,52.64,-9.48,64.4,0.0,0.0,10.29
352,sri aman,100,MY,overcast clouds,94,1.24,111.46,77.0,0.0,0.0,3.36
353,tupaciguara,75,BR,broken clouds,44,-18.59,-48.7,78.8,0.0,0.0,11.41
354,syava,8,RU,clear sky,81,58.01,46.32,47.57,0.0,0.0,2.04
355,soe,65,ID,broken clouds,100,-9.86,124.28,64.74,0.0,0.0,4.52
356,zhangye,100,CN,overcast clouds,22,38.93,100.45,72.77,0.0,0.0,3.44
357,kurilsk,95,RU,overcast clouds,71,45.23,147.88,47.97,0.0,0.0,6.78
358,hargeysa,39,SO,scattered clouds,51,9.56,44.06,77.04,0.0,0.0,19.15
359,kununurra,0,AU,clear sky,30,-15.77,128.73,62.6,0.0,0.0,6.93
360,rudnogorsk,16,RU,few clouds,75,57.26,103.75,58.62,0.0,0.0,0.92
361,urla,0,TR,clear sky,54,38.32,26.76,82.4,0.0,0.0,13.87
362,deputatskiy,65,RU,broken clouds,57,69.3,139.9,67.41,0.0,0.0,3.53
363,borogontsy,45,RU,scattered clouds,60,62.67,131.17,60.22,0.0,0.0,0.56
364,pangkalanbuun,21,ID,few clouds,96,-2.68,111.62,72.34,0.0,0.0,2.35
365,avinurme,0,EE,clear sky,74,58.98,26.86,64.96,0.0,0.0,2.42
366,cabangahan,90,PH,light rain,94,9.08,122.95,77.0,0.0,0.0,4.7
367,nishihara,20,JP,light rain,83,26.18,127.76,80.6,0.38,0.0,10.29
368,monopoli,0,IT,clear sky,78,40.96,17.29,73.99,0.0,0.0,4.7
369,itoman,75,JP,light rain,83,26.12,127.67,80.6,0.51,0.0,12.75
370,rio gallegos,20,AR,few clouds,80,-51.62,-69.22,35.6,0.0,0.0,6.93
371,colon,51,PA,broken clouds,66,9.36,-79.9,90.0,0.0,0.0,5.99
372,rawson,5,AR,clear sky,57,-43.3,-65.1,44.67,0.0,0.0,19.42
373,bud,75,US,broken clouds,39,39.45,-86.18,82.4,0.0,0.0,8.05
374,praia,20,CV,few clouds,65,14.92,-23.51,80.6,0.0,0.0,19.46
375,jinka,14,ET,few clouds,81,5.65,36.65,64.09,0.0,0.0,3.58
376,muros,2,ES,clear sky,68,42.78,-9.06,69.01,0.0,0.0,11.99
377,college,40,US,scattered clouds,48,64.86,-147.8,61.0,0.0,0.0,4.32
378,nizhniy tsasuchey,0,RU,clear sky,75,50.52,115.13,55.63,0.0,0.0,2.59
379,saint-leu,17,RE,few clouds,73,-21.15,55.28,71.6,0.0,0.0,26.4
380,telford,99,GB,light rain,48,52.68,-2.45,82.4,0.26,0.0,10.29
381,purificacion,40,CO,scattered clouds,74,3.86,-74.93,80.6,0.0,0.0,6.93
382,koulikoro,100,ML,overcast clouds,33,14.0,-7.75,91.47,0.0,0.0,10.18
383,vilyuysk,26,RU,scattered clouds,77,63.76,121.62,58.41,0.0,0.0,3.67
384,stralsund,13,DE,few clouds,66,54.31,13.08,73.0,0.0,0.0,10.13
385,aklavik,75,CA,broken clouds,67,68.22,-135.01,57.2,0.0,0.0,11.41
386,bombay,75,IN,haze,84,19.01,72.85,86.0,0.0,0.0,3.36
387,alofi,55,NU,broken clouds,94,-19.06,-169.92,73.4,0.0,0.0,8.05
388,yei,72,SS,broken clouds,89,4.09,30.68,68.09,0.0,0.0,1.21
389,aitape,99,PG,overcast clouds,84,-3.14,142.35,78.21,0.0,0.0,6.24
390,padang,74,ID,broken clouds,67,-0.95,100.35,78.49,0.0,0.0,3.76
391,akyab,100,MM,overcast clouds,82,20.15,92.9,83.3,0.0,0.0,3.87
392,vila franca do campo,20,PT,few clouds,82,37.72,-25.43,66.2,0.0,0.0,18.34
393,kampot,40,KH,scattered clouds,88,10.62,104.18,78.8,0.0,0.0,2.24
394,jingdezhen,46,CN,scattered clouds,95,29.29,117.21,73.72,0.0,0.0,2.73
395,langham,75,CA,broken clouds,50,52.37,-106.97,75.2,0.0,0.0,14.99
396,kannad,75,IN,broken clouds,78,20.27,75.13,80.6,0.0,0.0,4.7
397,sembe,100,CG,moderate rain,90,1.65,14.58,73.96,3.23,0.0,2.13
398,bara,67,NG,broken clouds,62,10.37,10.73,86.27,0.0,0.0,15.1
399,beyneu,93,KZ,overcast clouds,28,45.32,55.2,82.69,0.0,0.0,20.65
400,arlit,68,NE,broken clouds,7,18.74,7.39,103.55,0.0,0.0,11.16
401,ino,55,JP,broken clouds,92,33.55,133.43,75.22,0.0,0.0,0.87
402,boryslav,100,UA,overcast clouds,79,49.29,23.43,66.99,0.0,0.0,9.22
403,zabaykalsk,96,RU,overcast clouds,70,49.63,117.32,56.01,0.0,0.0,3.06
404,namibe,0,AO,clear sky,72,-15.2,12.15,67.39,0.0,0.0,9.01
405,tooele,1,US,clear sky,42,40.53,-112.3,81.0,0.0,0.0,17.22
406,pangnirtung,90,CA,overcast clouds,81,66.15,-65.71,44.6,0.0,0.0,11.41
407,san jeronimo,47,PE,scattered clouds,31,-11.95,-75.28,63.73,0.0,0.0,1.5
408,maiduguri,100,NG,overcast clouds,33,11.85,13.16,94.86,0.0,0.0,15.14
409,vallenar,100,CL,overcast clouds,20,-28.57,-70.76,73.62,0.0,0.0,3.0
410,miri,40,MY,scattered clouds,100,4.41,114.01,75.2,0.0,0.0,3.36
411,dalipey,98,PH,overcast clouds,87,16.8,120.72,63.93,0.0,0.0,1.39
412,gobabis,0,NA,clear sky,32,-22.45,18.97,55.4,0.0,0.0,2.24
413,batagay-alyta,80,RU,broken clouds,50,67.8,130.41,69.04,0.0,0.0,5.26
414,mizan teferi,100,ET,light rain,92,6.98,35.58,62.85,0.67,0.0,2.08
415,port-gentil,40,GA,scattered clouds,88,-0.72,8.78,73.4,0.0,0.0,6.93
416,nioro,94,GM,overcast clouds,52,13.35,-15.75,89.06,0.0,0.0,15.05
417,havre-saint-pierre,1,CA,clear sky,56,50.23,-63.6,71.6,0.0,0.0,16.11
418,puerto colombia,3,CO,dust,59,10.99,-74.95,91.4,0.0,0.0,13.87
419,yamada,100,JP,light rain,93,39.47,141.95,62.42,0.3,0.0,1.01
420,cape canaveral,1,US,light rain,74,28.41,-80.6,86.0,0.0,0.0,10.29
421,moranbah,0,AU,clear sky,71,-22.0,148.05,48.04,0.0,0.0,9.84
422,haikou,100,CN,overcast clouds,79,20.05,110.34,84.2,0.0,0.0,8.95
423,marshfield,1,US,clear sky,44,44.67,-90.17,77.0,0.0,0.0,4.7
424,praya,20,CV,few clouds,65,14.92,-23.51,80.6,0.0,0.0,19.46
425,airdrie,87,GB,overcast clouds,70,55.87,-3.98,75.0,0.0,0.0,3.0
426,lima,90,PE,overcast clouds,82,-12.04,-77.03,62.6,0.0,0.0,5.82
427,grand-lahou,100,CI,overcast clouds,85,5.14,-5.02,77.32,0.0,0.0,10.83
428,otradnoye,0,RU,clear sky,56,59.78,30.82,73.4,0.0,0.0,2.24
429,sambava,9,MG,light rain,87,-14.27,50.17,71.78,0.17,0.0,12.95
430,whitehorse,75,CA,broken clouds,35,60.72,-135.05,55.99,0.0,0.0,11.41
431,sayyan,57,YE,broken clouds,38,15.17,44.32,68.56,0.0,0.0,1.9
432,kushmurun,100,KZ,overcast clouds,86,52.45,64.63,51.26,0.0,0.0,12.82
433,rocha,27,UY,light rain,77,-34.48,-54.33,51.84,0.13,0.0,17.58
434,nezhinka,0,RU,clear sky,66,51.77,55.37,50.0,0.0,0.0,13.42
435,udimskiy,6,RU,clear sky,82,61.14,45.91,46.2,0.0,0.0,3.22
436,sanica,0,BA,clear sky,53,44.61,16.64,75.2,0.0,0.0,2.24
437,cabinda,99,AO,overcast clouds,81,-5.55,12.2,74.43,0.0,0.0,8.95
438,harnai,64,PK,broken clouds,29,30.1,67.94,91.74,0.0,0.0,5.73
439,itarema,0,BR,clear sky,65,-2.92,-39.92,83.48,0.0,0.0,10.13
440,north bend,1,US,clear sky,77,43.41,-124.22,79.0,0.0,0.0,23.04
441,wainwright,22,CA,few clouds,50,52.84,-110.86,71.98,0.0,0.0,12.75
442,lodwar,0,KE,clear sky,40,3.12,35.6,87.46,0.0,0.0,8.32
443,riyadh,0,SA,clear sky,14,24.69,46.72,91.4,0.0,0.0,6.93
444,harper,98,LR,overcast clouds,83,4.38,-7.72,76.91,0.0,0.0,10.65
445,te anau,1,NZ,clear sky,85,-45.42,167.72,35.76,0.0,0.0,1.1
446,sawtell,90,AU,overcast clouds,76,-30.38,153.1,53.6,0.0,0.0,10.29
447,berdigestyakh,0,RU,clear sky,74,62.1,126.7,57.22,0.0,0.0,5.35
448,mandalgovi,0,MN,clear sky,64,45.76,106.27,58.75,0.0,0.0,6.64
449,camacha,40,PT,scattered clouds,73,33.08,-16.33,69.8,0.0,0.0,16.11
450,lamar,75,US,broken clouds,66,33.67,-95.58,87.01,0.0,0.0,9.17
451,broken hill,0,AU,clear sky,75,-31.95,141.43,41.0,0.0,0.0,4.7
452,beruwala,97,LK,light rain,83,6.48,79.98,79.95,0.53,0.0,4.23
453,hasaki,75,JP,light intensity shower rain,100,35.73,140.83,66.2,0.0,0.0,4.7
454,west helena,40,US,scattered clouds,55,34.55,-90.64,86.0,0.0,0.0,3.36
455,domna,51,RU,light rain,93,51.9,113.16,51.8,0.11,0.0,2.24
456,altamont,1,US,clear sky,28,42.21,-121.74,80.6,0.0,0.0,3.36
457,sao luiz gonzaga,100,BR,overcast clouds,90,-28.41,-54.96,52.66,0.0,0.0,16.35
458,matay,0,EG,clear sky,36,28.42,30.78,83.43,0.0,0.0,25.86
459,norman wells,90,CA,overcast clouds,87,65.28,-126.83,53.6,0.0,0.0,3.36
460,hobyo,99,SO,overcast clouds,78,5.35,48.53,79.23,0.0,0.0,28.25
461,wamba,62,NG,broken clouds,84,8.93,8.6,77.29,0.0,0.0,2.53
462,langsa,99,ID,overcast clouds,93,4.47,97.97,75.06,0.0,0.0,2.04
463,gazanjyk,0,TM,clear sky,20,39.24,55.52,90.84,0.0,0.0,11.07
464,tigre,20,AR,few clouds,46,-34.43,-58.58,54.0,0.0,0.0,16.11
465,ulladulla,0,AU,clear sky,75,-35.35,150.47,48.0,0.0,0.0,11.41
466,poum,45,NC,scattered clouds,67,-20.23,164.02,70.12,0.0,0.0,14.45
467,coos bay,1,US,clear sky,77,43.37,-124.22,79.0,0.0,0.0,23.04
468,port augusta,0,AU,clear sky,100,-32.5,137.77,39.2,0.0,0.0,3.36
469,finschhafen,0,PG,clear sky,76,-6.6,147.87,78.42,0.0,0.0,8.55
470,tabou,96,CI,overcast clouds,84,4.42,-7.35,76.93,0.0,0.0,10.76
471,ulaangom,100,MN,overcast clouds,52,49.98,92.07,65.64,0.0,0.0,5.3
472,kijini,20,TZ,few clouds,78,-5.85,39.32,78.8,0.0,0.0,11.41
473,iskateley,99,RU,overcast clouds,81,67.68,53.15,41.54,0.0,0.0,10.78
474,gushikawa,20,JP,light rain,88,26.35,127.87,80.6,0.38,0.0,13.87
475,los llanos de aridane,20,ES,few clouds,69,28.66,-17.92,73.4,0.0,0.0,17.22
476,les cayes,13,HT,few clouds,65,18.2,-73.75,85.84,0.0,0.0,11.3
477,saldanha,100,ZA,light rain,87,-33.01,17.94,59.0,0.71,0.0,9.17
478,korla,100,CN,overcast clouds,52,41.76,86.15,78.01,0.0,0.0,7.0
479,casper,1,US,clear sky,30,42.87,-106.31,82.4,0.0,0.0,5.82
480,khartoum,20,SD,thunderstorm with rain,35,15.55,32.53,89.6,0.0,0.0,5.82
481,richards bay,0,ZA,clear sky,76,-28.78,32.04,67.73,0.0,0.0,15.3
482,iqaluit,75,CA,broken clouds,75,63.75,-68.51,44.6,0.0,0.0,8.05
483,morden,20,CA,few clouds,65,49.19,-98.1,77.0,0.0,0.0,6.93
484,hirara,100,JP,light rain,80,24.8,125.28,84.24,0.5,0.0,19.33
485,tura,100,IN,moderate rain,98,25.52,90.22,74.73,1.14,0.0,7.56
486,boyolangu,48,ID,scattered clouds,90,-8.12,111.89,72.45,0.0,0.0,2.71
487,sondrio,40,IT,scattered clouds,87,46.17,9.87,72.0,0.0,0.0,12.75
488,codrington,78,AU,broken clouds,77,-38.27,141.97,47.32,0.0,0.0,4.74
489,saint-paul,40,RE,scattered clouds,73,-21.01,55.27,71.6,0.0,0.0,20.8
490,madrid,20,ES,few clouds,27,40.42,-3.7,90.0,0.0,0.0,11.41
491,plock,1,PL,clear sky,53,52.55,19.71,73.99,0.0,0.0,4.7
492,north vanlaiphai,100,IN,overcast clouds,100,23.13,93.07,63.34,0.0,0.0,1.32
493,george town,20,MY,thunderstorm,88,5.41,100.34,80.6,0.0,0.0,3.36
494,honiara,20,SB,few clouds,94,-9.43,159.95,71.6,0.0,0.0,3.36
495,sunbury,20,AU,few clouds,87,-37.58,144.73,44.6,0.0,0.0,11.41
496,ahmadpur east,62,PK,light rain,35,29.14,71.26,98.46,0.94,0.0,20.36
497,yarmouth,1,US,clear sky,51,41.71,-70.23,82.99,0.0,0.0,13.87
498,suluova,40,TR,scattered clouds,72,40.83,35.65,66.2,0.0,0.0,9.17
499,kencong,54,ID,broken clouds,91,-8.28,113.37,72.09,0.0,0.0,1.72
500,hesla,100,IN,overcast clouds,61,24.07,85.88,86.07,0.0,0.0,8.41
501,cap malheureux,7,MU,clear sky,70,-19.98,57.61,73.0,0.0,0.0,10.0
502,outjo,0,NA,clear sky,39,-20.12,16.15,54.32,0.0,0.0,8.43
503,marawi,81,PH,broken clouds,95,8.0,124.29,75.0,0.0,0.0,4.0
504,cairns,90,AU,overcast clouds,72,-16.92,145.77,68.0,0.0,0.0,8.05
505,san pedro buenavista,75,MX,broken clouds,66,16.08,-93.12,84.2,0.0,0.0,2.24
506,ponta delgada,20,PT,few clouds,82,37.73,-25.67,66.2,0.0,0.0,18.34
507,shache,0,CN,clear sky,21,38.42,77.24,74.91,0.0,0.0,9.86
508,salalah,40,OM,scattered clouds,89,17.02,54.09,84.2,0.0,0.0,3.36
509,solec kujawski,77,PL,broken clouds,83,53.08,18.23,77.0,0.0,0.0,4.7
510,naze,82,JP,broken clouds,94,28.37,129.48,78.8,0.0,0.0,8.05
511,vicosa,92,BR,overcast clouds,66,-20.75,-42.88,68.95,0.0,0.0,8.88
512,flinders,7,AU,clear sky,77,-34.58,150.86,51.01,0.0,0.0,1.01
513,hershey,20,US,few clouds,37,40.29,-76.65,84.2,0.0,0.0,8.05
514,nivala,83,FI,broken clouds,54,63.92,24.97,73.99,0.0,0.0,11.99
515,pochutla,75,MX,broken clouds,55,15.74,-96.47,90.0,0.0,0.0,13.87
516,koshurnikovo,22,RU,few clouds,100,54.17,93.3,54.27,0.0,0.0,0.25
517,kieta,78,PG,broken clouds,74,-6.22,155.63,79.27,0.0,0.0,7.58
518,tual,100,ID,overcast clouds,78,-5.67,132.75,80.51,0.0,0.0,18.97
519,coahuayana,75,MX,broken clouds,69,18.73,-103.68,82.4,0.0,0.0,4.83
520,buffalo,20,US,few clouds,47,42.89,-78.88,79.0,0.0,0.0,14.99
521,maragogi,3,BR,light rain,80,-9.01,-35.22,78.22,0.12,0.0,10.85
522,berezovyy,20,RU,few clouds,90,51.67,135.7,48.45,0.0,0.0,0.81
523,zabol,0,AF,clear sky,19,32.25,67.25,71.67,0.0,0.0,6.96
524,yulara,0,AU,clear sky,56,-25.24,130.99,41.0,0.0,0.0,6.93
525,potoci,0,BA,clear sky,53,43.41,17.88,77.0,0.0,0.0,3.36
526,formiga,34,BR,scattered clouds,60,-20.46,-45.43,72.36,0.0,0.0,5.79
527,ust-nera,4,RU,clear sky,49,64.57,143.2,69.24,0.0,0.0,2.01
528,leua,100,SK,overcast clouds,85,48.22,18.61,75.0,0.0,0.0,1.5
529,dong hoi,100,VN,overcast clouds,74,17.48,106.6,83.8,0.0,0.0,6.51
530,souillac,40,MU,shower rain,69,-20.52,57.52,73.4,0.0,0.0,13.87
531,nicosia,0,CY,clear sky,64,35.17,33.37,78.01,0.0,0.0,10.29
532,isangel,75,VU,broken clouds,100,-19.55,169.27,69.8,0.0,0.0,13.38
533,ulaanbaatar,16,MN,few clouds,87,47.91,106.88,48.2,0.0,0.0,2.28
534,paita,92,PE,overcast clouds,64,-5.09,-81.11,75.2,0.0,0.0,12.75
535,hoopstad,0,ZA,clear sky,46,-27.83,25.91,49.17,0.0,0.0,5.44
536,qaqortoq,75,GL,light intensity drizzle rain,81,60.72,-46.03,44.6,0.0,0.0,8.05
537,enshi,47,CN,scattered clouds,83,30.3,109.48,72.25,0.0,0.0,0.22
538,toora-khem,80,RU,broken clouds,91,52.47,96.11,52.9,0.0,0.0,2.28
539,kon tum,100,VN,overcast clouds,93,14.35,108.0,70.65,0.0,0.0,1.1
540,price,1,US,clear sky,13,39.6,-110.81,89.6,0.0,0.0,10.29
541,kenai,20,US,few clouds,44,60.55,-151.26,60.8,0.0,0.0,11.41
542,saint george,1,US,clear sky,11,37.1,-113.58,99.0,0.0,0.0,6.04
543,sioux lookout,40,CA,scattered clouds,34,50.1,-91.92,78.8,0.0,0.0,9.17
544,labateca,40,CO,dust,40,7.3,-72.49,89.6,0.0,0.0,16.11
545,guerrero negro,13,MX,few clouds,54,27.98,-114.06,73.8,0.0,0.0,13.13
546,genhe,9,CN,clear sky,86,50.78,121.52,48.24,0.0,0.0,0.87
547,teguldet,0,RU,clear sky,94,57.31,88.17,57.67,0.0,0.0,2.33
548,biltine,97,TD,overcast clouds,33,14.53,20.92,85.87,0.0,0.0,8.68
549,moshenskoye,54,RU,broken clouds,83,58.51,34.59,63.86,0.0,0.0,2.57
550,srandakan,68,ID,broken clouds,88,-7.94,110.25,73.29,0.0,0.0,6.49
551,tateyama,96,JP,overcast clouds,95,34.98,139.87,73.0,0.0,0.0,3.0
552,zhezkazgan,63,KZ,broken clouds,26,47.8,67.71,72.55,0.0,0.0,8.79
553,laukaa,0,RU,clear sky,70,58.74,29.85,66.43,0.0,0.0,5.14
554,am timan,94,TD,overcast clouds,54,11.03,20.28,84.24,0.0,0.0,4.47
555,berbera,51,SO,broken clouds,38,10.44,45.01,94.73,0.0,0.0,12.17
556,brewster,20,US,few clouds,30,41.4,-73.62,86.0,0.0,0.0,11.41
557,haines junction,100,CA,overcast clouds,44,60.75,-137.51,53.91,0.0,0.0,6.96
558,kjollefjord,40,NO,scattered clouds,62,70.95,27.35,55.4,0.0,0.0,13.87
559,abu samrah,0,SY,clear sky,49,35.3,37.18,74.93,0.0,0.0,11.52
560,berlevag,40,NO,scattered clouds,71,70.86,29.09,53.6,0.0,0.0,10.29
561,venado tuerto,0,AR,clear sky,28,-33.75,-61.97,57.99,0.0,0.0,15.01
562,namatanai,97,PG,overcast clouds,77,-3.67,152.43,79.86,0.0,0.0,6.55
563,moen,75,NO,broken clouds,54,69.13,18.61,57.2,0.0,0.0,33.33
564,contamana,47,PE,scattered clouds,42,-7.33,-75.02,92.93,0.0,0.0,4.41
565,alyth,0,GB,clear sky,82,56.62,-3.23,66.0,0.0,0.0,13.87
566,narayangarh,0,IN,clear sky,40,30.48,77.13,89.04,0.0,0.0,7.23
567,sur,56,OM,broken clouds,77,22.57,59.53,84.07,0.0,0.0,14.47
568,meulaboh,100,ID,overcast clouds,82,4.14,96.13,77.23,0.0,0.0,1.03
569,cardston,75,CA,broken clouds,49,49.2,-113.3,71.01,0.0,0.0,2.24
570,lorengau,95,PG,light rain,78,-2.02,147.27,82.31,0.21,0.0,11.41
571,luwero,64,UG,broken clouds,82,0.85,32.47,65.01,0.0,0.0,2.57
572,hatillo,5,PR,clear sky,53,18.49,-66.83,89.01,0.0,0.0,5.01
573,alexandria,40,EG,scattered clouds,78,31.22,29.96,75.2,0.0,0.0,9.17
574,salekhard,100,RU,overcast clouds,66,66.53,66.6,51.26,0.0,0.0,13.29
575,antalaha,2,MG,clear sky,89,-14.9,50.28,69.78,0.0,0.0,8.63
576,yar,96,RU,overcast clouds,85,58.25,52.1,45.23,0.0,0.0,5.53
577,vanino,100,RU,light rain,98,49.09,140.25,48.47,0.2,0.0,1.79
578,acajutla,34,SV,scattered clouds,48,13.59,-89.83,84.99,0.0,0.0,6.93
579,kazanskaya,0,RU,clear sky,75,45.41,40.44,65.98,0.0,0.0,6.82
580,la cruz,0,MX,clear sky,52,23.92,-106.9,87.82,0.0,0.0,9.57
581,shingu,94,JP,overcast clouds,95,33.73,135.98,73.99,0.0,0.0,6.08
582,seminole,75,US,broken clouds,44,28.71,-81.21,98.01,0.0,0.0,5.82
583,yuancheng,100,CN,overcast clouds,51,36.65,107.79,72.97,0.0,0.0,2.39
584,byron bay,40,AU,scattered clouds,100,-28.65,153.62,51.01,0.0,0.0,6.93
585,bilma,0,NE,clear sky,10,18.69,12.92,93.72,0.0,0.0,5.57
586,takestan,0,IR,clear sky,53,36.07,49.7,73.4,0.0,0.0,4.7
587,hearst,100,CA,light rain,62,49.68,-83.67,59.13,0.15,0.0,13.71
588,bereda,75,ES,broken clouds,82,43.27,-7.54,63.0,0.0,0.0,3.36
589,majenang,77,ID,broken clouds,91,-7.3,108.76,71.82,0.0,0.0,1.66
